DATA;REDE;DESCRIÇÃO LOCAL;DESCRIÇÃO ITEM;TOTAL DE VENDAS;Outubro_2024;Novembro_2024;BlackFriday_2024;Dezembro_2024;Natal_2024;Outubro_2025;Novembro_2025;BlackFriday_2025;Dezembro_2025;Natal_2025;DESCRIÇÃO LOCAL;PROMOTOR RESPONSAVEL;MPDV DO LOCAL
24/11/2025;FAST SHOP;LOJA 1623;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
29/11/2025;FAST SHOP;LOJA 1623;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
12/10/2024;FAST SHOP;LOJA 1623;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
27/11/2024;FAST SHOP;LOJA 1623;ECHO SPOT™ - PRETO;3;;;;;;;;;;;;;
07/12/2024;FAST SHOP;LOJA 1623;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
18/12/2024;FAST SHOP;LOJA 1623;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
19/12/2024;FAST SHOP;LOJA 1623;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
22/12/2024;FAST SHOP;LOJA 1623;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
30/11/2025;FAST SHOP;LOJA 1623;ECHO SPOT™ - PRETO;3;;;;;;;;;;;;;
30/11/2024;FAST SHOP;LOJA 1623;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;0;;;;;;;;;;;;;
10/10/2025;FAST SHOP;LOJA 1623;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
25/11/2025;FAST SHOP;LOJA 1623;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
15/12/2025;FAST SHOP;LOJA 1623;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
19/12/2025;FAST SHOP;LOJA 1623;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
24/11/2025;FAST SHOP;LOJA 1623;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;2;;;;;;;;;;;;;
01/12/2025;FAST SHOP;LOJA 1623;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;0;;;;;;;;;;;;;
28/11/2025;FAST SHOP;LOJA 1623;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
20/12/2024;FAST SHOP;LOJA 1625;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
03/10/2025;FAST SHOP;LOJA 1625;FIRETV STICK HD™;1;;;;;;;;;;;;;
29/11/2025;FAST SHOP;LOJA 1625;FIRETV STICK HD™;1;;;;;;;;;;;;;
11/12/2024;FAST SHOP;LOJA 1625;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
12/12/2024;FAST SHOP;LOJA 1625;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
18/12/2024;FAST SHOP;LOJA 1625;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
21/12/2024;FAST SHOP;LOJA 1625;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
05/12/2024;FAST SHOP;LOJA 1625;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
13/12/2024;FAST SHOP;LOJA 1625;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
11/11/2024;FAST SHOP;LOJA 1625;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
26/11/2024;FAST SHOP;LOJA 1625;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
20/10/2025;FAST SHOP;LOJA 1625;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
29/11/2025;FAST SHOP;LOJA 1625;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
02/11/2024;FAST SHOP;LOJA 1625;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
28/11/2024;FAST SHOP;LOJA 1625;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
08/12/2024;FAST SHOP;LOJA 1625;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
09/12/2024;FAST SHOP;LOJA 1625;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
11/12/2024;FAST SHOP;LOJA 1625;ECHO SPOT™ - PRETO;3;;;;;;;;;;;;;
20/12/2024;FAST SHOP;LOJA 1625;ECHO SPOT™ - PRETO;3;;;;;;;;;;;;;
26/11/2025;FAST SHOP;LOJA 1625;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
23/11/2025;FAST SHOP;LOJA 1625;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;3;;;;;;;;;;;;;
16/10/2024;FAST SHOP;LOJA 1625;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
29/11/2025;FAST SHOP;LOJA 1627;ECHO SHOW 8 (4ª GERAÇÃO) - GRAFITE;2;;;;;;;;;;;;;
23/12/2025;FAST SHOP;LOJA 1627;ECHO SHOW 8 (4ª GERAÇÃO) - GRAFITE;1;;;;;;;;;;;;;
13/12/2025;FAST SHOP;LOJA 1627;KINDLE COLORSOFT™ SIGNATURE EDITION (1ª GERAÇÃO) 32GB;1;;;;;;;;;;;;;
08/12/2024;FAST SHOP;LOJA 1627;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
09/12/2024;FAST SHOP;LOJA 1627;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;3;;;;;;;;;;;;;
20/12/2024;FAST SHOP;LOJA 1627;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
24/10/2025;FAST SHOP;LOJA 1627;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;0;;;;;;;;;;;;;
05/12/2024;FAST SHOP;LOJA 1627;FIRETV STICK HD™;1;;;;;;;;;;;;;
01/12/2024;FAST SHOP;LOJA 1627;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
20/12/2024;FAST SHOP;LOJA 1627;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
26/11/2025;FAST SHOP;LOJA 1627;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
30/11/2024;FAST SHOP;LOJA 1627;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
08/10/2024;FAST SHOP;LOJA 1627;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1627;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
19/12/2024;FAST SHOP;LOJA 1627;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
23/12/2024;FAST SHOP;LOJA 1627;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
07/11/2025;FAST SHOP;LOJA 1627;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
10/11/2025;FAST SHOP;LOJA 1627;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
23/10/2024;FAST SHOP;LOJA 1627;ECHO SPOT™ - PRETO;3;;;;;;;;;;;;;
30/11/2024;FAST SHOP;LOJA 1627;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
07/12/2024;FAST SHOP;LOJA 1627;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
19/12/2025;FAST SHOP;LOJA 1627;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
28/11/2024;FAST SHOP;LOJA 1627;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;0;;;;;;;;;;;;;
29/11/2025;FAST SHOP;LOJA 1627;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;0;;;;;;;;;;;;;
20/12/2025;FAST SHOP;LOJA 1627;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
23/12/2024;FAST SHOP;LOJA 1627;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;2;;;;;;;;;;;;;
29/11/2025;FAST SHOP;LOJA 1627;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
17/10/2024;FAST SHOP;LOJA 1627;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
07/12/2024;FAST SHOP;LOJA 1627;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
16/12/2024;FAST SHOP;LOJA 1627;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
18/12/2024;FAST SHOP;LOJA 1627;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
24/10/2025;FAST SHOP;LOJA 1629;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;0;;;;;;;;;;;;;
29/11/2025;FAST SHOP;LOJA 1629;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
23/11/2025;FAST SHOP;LOJA 1629;FIRETV STICK HD™;1;;;;;;;;;;;;;
28/11/2025;FAST SHOP;LOJA 1629;FIRETV STICK HD™;1;;;;;;;;;;;;;
05/12/2024;FAST SHOP;LOJA 1629;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1629;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
17/12/2025;FAST SHOP;LOJA 1629;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
05/11/2024;FAST SHOP;LOJA 1629;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
06/11/2024;FAST SHOP;LOJA 1629;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
27/11/2024;FAST SHOP;LOJA 1629;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
20/12/2024;FAST SHOP;LOJA 1629;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
21/12/2024;FAST SHOP;LOJA 1629;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
27/12/2024;FAST SHOP;LOJA 1629;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
28/12/2024;FAST SHOP;LOJA 1629;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
18/11/2025;FAST SHOP;LOJA 1629;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
27/11/2025;FAST SHOP;LOJA 1629;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
01/12/2025;FAST SHOP;LOJA 1629;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
01/12/2025;FAST SHOP;LOJA 1629;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
27/10/2024;FAST SHOP;LOJA 1629;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;0;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1629;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
03/12/2025;FAST SHOP;LOJA 1629;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;0;;;;;;;;;;;;;
23/12/2025;FAST SHOP;LOJA 1629;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
28/11/2025;FAST SHOP;LOJA 1629;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;2;;;;;;;;;;;;;
18/10/2024;FAST SHOP;LOJA 1629;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
15/12/2024;FAST SHOP;LOJA 1630;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;3;;;;;;;;;;;;;
22/11/2025;FAST SHOP;LOJA 1630;FIRETV STICK HD™;0;;;;;;;;;;;;;
28/11/2024;FAST SHOP;LOJA 1630;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
20/12/2024;FAST SHOP;LOJA 1630;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
27/12/2024;FAST SHOP;LOJA 1630;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
23/11/2024;FAST SHOP;LOJA 1630;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
24/11/2024;FAST SHOP;LOJA 1630;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
06/12/2024;FAST SHOP;LOJA 1630;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
10/12/2024;FAST SHOP;LOJA 1630;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
13/12/2024;FAST SHOP;LOJA 1630;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
18/12/2024;FAST SHOP;LOJA 1630;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
28/11/2025;FAST SHOP;LOJA 1630;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;0;;;;;;;;;;;;;
12/12/2025;FAST SHOP;LOJA 1630;ECHO DOT MAX™ (1ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
26/11/2025;FAST SHOP;LOJA 1632;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
23/10/2024;FAST SHOP;LOJA 1632;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1632;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
27/11/2025;FAST SHOP;LOJA 1632;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
20/11/2024;FAST SHOP;LOJA 1632;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
21/11/2024;FAST SHOP;LOJA 1632;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
24/11/2024;FAST SHOP;LOJA 1632;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
27/11/2024;FAST SHOP;LOJA 1632;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
28/11/2024;FAST SHOP;LOJA 1632;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
13/12/2024;FAST SHOP;LOJA 1632;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
28/12/2024;FAST SHOP;LOJA 1632;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
04/11/2025;FAST SHOP;LOJA 1632;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
29/10/2024;FAST SHOP;LOJA 1632;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1632;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
21/12/2024;FAST SHOP;LOJA 1632;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
28/11/2025;FAST SHOP;LOJA 1632;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;1;;;;;;;;;;;;;
18/12/2024;FAST SHOP;LOJA 1632;ECHO SHOW 5™ (3ª GERAÇÃO) - BRANCO;3;;;;;;;;;;;;;
13/12/2025;FAST SHOP;LOJA 1634;ECHO SHOW 11™ - GRAFITE;0;;;;;;;;;;;;;
11/10/2025;FAST SHOP;LOJA 1634;KINDLE COLORSOFT™ SIGNATURE EDITION (1ª GERAÇÃO) 32GB;1;;;;;;;;;;;;;
28/11/2025;FAST SHOP;LOJA 1634;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
20/12/2025;FAST SHOP;LOJA 1634;FIRETV STICK HD™;3;;;;;;;;;;;;;
06/10/2024;FAST SHOP;LOJA 1634;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
28/11/2024;FAST SHOP;LOJA 1634;ECHO DOT™ (5ª GERAÇÃO) - AZUL;3;;;;;;;;;;;;;
21/12/2024;FAST SHOP;LOJA 1634;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
23/11/2025;FAST SHOP;LOJA 1634;ECHO DOT™ (5ª GERAÇÃO) - AZUL;2;;;;;;;;;;;;;
03/12/2024;FAST SHOP;LOJA 1634;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;3;;;;;;;;;;;;;
27/11/2025;FAST SHOP;LOJA 1634;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;2;;;;;;;;;;;;;
11/10/2024;FAST SHOP;LOJA 1634;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
16/11/2024;FAST SHOP;LOJA 1634;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
20/12/2024;FAST SHOP;LOJA 1634;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
22/12/2024;FAST SHOP;LOJA 1634;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
05/12/2025;FAST SHOP;LOJA 1634;ECHO SPOT™ - BRANCO;2;;;;;;;;;;;;;
19/10/2024;FAST SHOP;LOJA 1634;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
25/10/2024;FAST SHOP;LOJA 1634;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
17/11/2024;FAST SHOP;LOJA 1634;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
17/12/2024;FAST SHOP;LOJA 1634;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
21/12/2024;FAST SHOP;LOJA 1634;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
26/11/2025;FAST SHOP;LOJA 1634;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
29/11/2025;FAST SHOP;LOJA 1634;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
21/12/2025;FAST SHOP;LOJA 1634;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
23/11/2025;FAST SHOP;LOJA 1634;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;0;;;;;;;;;;;;;
28/11/2025;FAST SHOP;LOJA 1634;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;1;;;;;;;;;;;;;
19/12/2025;FAST SHOP;LOJA 1634;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
28/12/2024;FAST SHOP;LOJA 1634;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;1;;;;;;;;;;;;;
14/11/2025;FAST SHOP;LOJA 1634;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;0;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1634;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
05/12/2024;FAST SHOP;LOJA 1634;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
27/11/2025;FAST SHOP;LOJA 1636;ECHO SHOW 8 (4ª GERAÇÃO) - GRAFITE;1;;;;;;;;;;;;;
06/12/2024;FAST SHOP;LOJA 1636;FIRETV STICK HD™;2;;;;;;;;;;;;;
22/12/2024;FAST SHOP;LOJA 1636;ECHO DOT™ (5ª GERAÇÃO) - AZUL;1;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1636;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
28/12/2024;FAST SHOP;LOJA 1636;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
28/11/2025;FAST SHOP;LOJA 1636;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
10/12/2024;FAST SHOP;LOJA 1636;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
26/12/2024;FAST SHOP;LOJA 1636;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
08/11/2025;FAST SHOP;LOJA 1636;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
27/11/2025;FAST SHOP;LOJA 1636;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
19/12/2025;FAST SHOP;LOJA 1636;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
28/11/2024;FAST SHOP;LOJA 1636;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
21/12/2024;FAST SHOP;LOJA 1636;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
26/11/2025;FAST SHOP;LOJA 1636;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
28/11/2025;FAST SHOP;LOJA 1636;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;0;;;;;;;;;;;;;
22/12/2025;FAST SHOP;LOJA 1636;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;3;;;;;;;;;;;;;
28/11/2025;FAST SHOP;LOJA 1636;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;0;;;;;;;;;;;;;
08/10/2025;FAST SHOP;LOJA 1636;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
01/12/2025;FAST SHOP;LOJA 1636;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
22/12/2025;FAST SHOP;LOJA 1638;KINDLE COLORSOFT™ (1ª GERAÇÃO) 16GB;2;;;;;;;;;;;;;
28/12/2025;FAST SHOP;LOJA 1638;KINDLE COLORSOFT™ (1ª GERAÇÃO) 16GB;3;;;;;;;;;;;;;
13/12/2024;FAST SHOP;LOJA 1638;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
26/12/2024;FAST SHOP;LOJA 1638;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;0;;;;;;;;;;;;;
04/10/2025;FAST SHOP;LOJA 1638;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;3;;;;;;;;;;;;;
08/11/2025;FAST SHOP;LOJA 1638;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;1;;;;;;;;;;;;;
26/11/2025;FAST SHOP;LOJA 1638;KINDLE PAPERWHITE™ (12ª GERAÇÃO) 16GB;3;;;;;;;;;;;;;
30/11/2024;FAST SHOP;LOJA 1638;FIRETV STICK HD™;3;;;;;;;;;;;;;
05/10/2025;FAST SHOP;LOJA 1638;FIRETV STICK HD™;2;;;;;;;;;;;;;
26/11/2025;FAST SHOP;LOJA 1638;FIRETV STICK HD™;0;;;;;;;;;;;;;
07/12/2024;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - AZUL;0;;;;;;;;;;;;;
23/12/2024;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;1;;;;;;;;;;;;;
27/11/2025;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - BRANCO;0;;;;;;;;;;;;;
02/11/2024;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - PRETO;3;;;;;;;;;;;;;
04/11/2024;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
13/11/2024;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
24/11/2024;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
04/12/2024;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
15/12/2024;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
16/12/2024;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
14/11/2025;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
25/11/2025;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
28/11/2025;FAST SHOP;LOJA 1638;ECHO DOT™ (5ª GERAÇÃO) - PRETO;2;;;;;;;;;;;;;
23/11/2024;FAST SHOP;LOJA 1638;ECHO SPOT™ - BRANCO;2;;;;;;;;;;;;;
06/10/2024;FAST SHOP;LOJA 1638;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
19/10/2024;FAST SHOP;LOJA 1638;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
24/11/2024;FAST SHOP;LOJA 1638;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1638;ECHO SPOT™ - PRETO;1;;;;;;;;;;;;;
04/12/2024;FAST SHOP;LOJA 1638;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
21/12/2024;FAST SHOP;LOJA 1638;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
31/10/2025;FAST SHOP;LOJA 1638;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
24/11/2025;FAST SHOP;LOJA 1638;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
25/11/2025;FAST SHOP;LOJA 1638;ECHO SPOT™ - PRETO;0;;;;;;;;;;;;;
29/11/2025;FAST SHOP;LOJA 1638;ECHO SPOT™ - PRETO;2;;;;;;;;;;;;;
26/10/2025;FAST SHOP;LOJA 1638;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;0;;;;;;;;;;;;;
10/11/2025;FAST SHOP;LOJA 1638;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
25/11/2025;FAST SHOP;LOJA 1638;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;2;;;;;;;;;;;;;
27/11/2025;FAST SHOP;LOJA 1638;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;0;;;;;;;;;;;;;
29/11/2025;FAST SHOP;LOJA 1638;KINDLE™ (11ª GERAÇÃO) - 2024 - PRETO;0;;;;;;;;;;;;;
03/12/2025;FAST SHOP;LOJA 1638;KINDLE™ (11ª GERAÇÃO) - 2024 - VERDE;2;;;;;;;;;;;;;
29/11/2024;FAST SHOP;LOJA 1638;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;1;;;;;;;;;;;;;
02/12/2024;FAST SHOP;LOJA 1638;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
28/11/2025;FAST SHOP;LOJA 1638;ECHO SHOW 5™ (3ª GERAÇÃO) - PRETO;0;;;;;;;;;;;;;
